task,input,output,possible_outputs
translation_en-es,ticket,boleto,"['billete', 'multa', 'pasaje', 'parte', 'boleto', 'tique', 'tiquete', 'entrada']"
translation_en-es,confidence,confidencia,"['certeza propia', 'certeza', 'certidumbre', 'confidencia']"
translation_en-es,principle,principio,['principio']
translation_en-es,tag,pilla pilla,"['etiquetar', 'el pillarse', 'etiqueta marbete', 'pilla pilla']"
translation_en-es,dinner,cena,['cena']
translation_en-es,creature,criatura,['criatura']
translation_en-es,propaganda,propaganda,['propaganda']
translation_en-es,consciousness,conciencia,['conciencia']
translation_en-es,priority,prioridad,['prioridad']
translation_en-es,scientist,científico,['científico']
translation_en-es,mood,mal humor,"['humor', 'mal humor', 'mal genio', 'ánimos', 'ánimo']"
translation_en-es,eruption,erupción,['erupción']
translation_en-es,diving,buceo,"['buceo', 'submarinismo']"
translation_en-es,notion,ganas,"['intención', 'ganas', 'noción']"
translation_en-es,fever,fiebre,['fiebre']
translation_en-es,kit,juego,"['juego', 'kit', 'equipo', 'ensello']"
translation_en-es,shipyard,astillero,['astillero']
translation_en-es,deadline,fecha límite,"['compromiso', 'fecha límite', 'requisito']"
translation_en-es,framework,infraestructura,"['marco', 'infraestructura']"
translation_en-es,client,cliente,['cliente']
translation_en-es,drag,bocanada,"['arrastrar', 'bocanada', 'resistencia']"
translation_en-es,membrane,membrana,['membrana']
translation_en-es,profession,profesión,['profesión']
translation_en-es,liberty,libertad,['libertad']
translation_en-es,morality,moralidad,['moralidad']
translation_en-es,equality,igualdad,"['equidad', 'paridad', 'igualdad']"
translation_en-es,menu,menú,"['menú', 'carta']"
translation_en-es,autonomy,autonomía,['autonomía']
translation_en-es,certification,certificación,['certificación']
translation_en-es,conception,concepción,['concepción']
translation_en-es,sympathy,compasión,"['empatía', 'compasión']"
translation_en-es,emission,emisión,['emisión']
translation_en-es,clearance,despeje,"['oferta', 'espacio', 'limpieza', 'barata', 'permiso', 'liquidación', 'acceso', 'claro', 'remate', 'ganga', 'despeje', 'compensación']"
translation_en-es,belly,barriga,"['barriga', 'panza', 'vientre']"
translation_en-es,innocence,inocencia,['inocencia']
translation_en-es,expressway,autopista,['autopista']
translation_en-es,enterprise,empresa,"['empuje', 'emprendimiento', 'empresa', 'iniciativa']"
translation_en-es,millennium,milenio,['milenio']
translation_en-es,casino,casino,['casino']
translation_en-es,relocation,mudanza,"['mudanza', 'traslado']"
translation_en-es,curse,maldición,"['maldición', 'mala palabra', 'regla', 'maldecir', 'menstruación']"
translation_en-es,disguise,disfraz,"['pantalla', 'disfrazar', 'tapadera', 'disfraz']"
translation_en-es,lithium,litio,['litio']
translation_en-es,gamma,gamma,"['gama', 'gamma']"
translation_en-es,thread,tema,"['subproceso', 'argumento', 'hilo', 'pasar', 'filete', 'tema', 'enhebrar', 'rosca', 'proceso ligero', 'tópico']"
translation_en-es,posture,postura,['postura']
translation_en-es,echo,eco,"['eco', 'repercutir', 'repetir']"
translation_en-es,vernacular,idioma,"['dialecto', 'idioma', 'vernáculo']"
translation_en-es,builder,constructor,"['constructor civil', 'constructor']"
translation_en-es,chip,patata frita,"['ficha', 'desconcharse', 'papa frita', 'desconchado', 'patata frita', 'astillar', 'astilla', 'desconchar', 'chip']"
translation_en-es,juice,zumo,"['zumo', 'jugo']"
translation_en-es,apple,manzana,['manzana']
translation_en-es,casualty,baja,"['baja', 'víctima']"
translation_en-es,turf,césped,"['hipódromo', 'césped']"
translation_en-es,doctorate,doctorado,['doctorado']
num_to_verbal,94,ninety-four,
num_to_verbal,122,one hundred and twenty-two,
num_to_verbal,239,two hundred and thirty-nine,
num_to_verbal,259,two hundred and fifty-nine,
num_to_verbal,285,two hundred and eighty-five,
num_to_verbal,316,three hundred and sixteen,
num_to_verbal,444,four hundred and forty-four,
num_to_verbal,504,five hundred and four,
num_to_verbal,572,five hundred and seventy-two,
num_to_verbal,648,six hundred and forty-eight,
num_to_verbal,658,six hundred and fifty-eight,
num_to_verbal,672,six hundred and seventy-two,
num_to_verbal,742,seven hundred and forty-two,
num_to_verbal,753,seven hundred and fifty-three,
num_to_verbal,887,eight hundred and eighty-seven,
num_to_verbal,1033,one thousand and thirty-three,
num_to_verbal,1057,one thousand and fifty-seven,
num_to_verbal,1123,"one thousand, one hundred and twenty-three",
num_to_verbal,1156,"one thousand, one hundred and fifty-six",
num_to_verbal,1234,"one thousand, two hundred and thirty-four",
num_to_verbal,1249,"one thousand, two hundred and forty-nine",
num_to_verbal,1375,"one thousand, three hundred and seventy-five",
num_to_verbal,1457,"one thousand, four hundred and fifty-seven",
num_to_verbal,1485,"one thousand, four hundred and eighty-five",
num_to_verbal,1495,"one thousand, four hundred and ninety-five",
num_to_verbal,1612,"one thousand, six hundred and twelve",
num_to_verbal,1816,"one thousand, eight hundred and sixteen",
num_to_verbal,1874,"one thousand, eight hundred and seventy-four",
num_to_verbal,1914,"one thousand, nine hundred and fourteen",
num_to_verbal,2029,two thousand and twenty-nine,
num_to_verbal,2313,"two thousand, three hundred and thirteen",
num_to_verbal,2355,"two thousand, three hundred and fifty-five",
num_to_verbal,2363,"two thousand, three hundred and sixty-three",
num_to_verbal,2433,"two thousand, four hundred and thirty-three",
num_to_verbal,2532,"two thousand, five hundred and thirty-two",
num_to_verbal,2687,"two thousand, six hundred and eighty-seven",
num_to_verbal,2737,"two thousand, seven hundred and thirty-seven",
num_to_verbal,2784,"two thousand, seven hundred and eighty-four",
num_to_verbal,2905,"two thousand, nine hundred and five",
num_to_verbal,2999,"two thousand, nine hundred and ninety-nine",
num_to_verbal,3041,three thousand and forty-one,
num_to_verbal,3277,"three thousand, two hundred and seventy-seven",
num_to_verbal,3524,"three thousand, five hundred and twenty-four",
num_to_verbal,3879,"three thousand, eight hundred and seventy-nine",
num_to_verbal,4082,four thousand and eighty-two,
num_to_verbal,4093,four thousand and ninety-three,
num_to_verbal,4365,"four thousand, three hundred and sixty-five",
num_to_verbal,4416,"four thousand, four hundred and sixteen",
num_to_verbal,4451,"four thousand, four hundred and fifty-one",
num_to_verbal,4506,"four thousand, five hundred and six",
num_to_verbal,4534,"four thousand, five hundred and thirty-four",
num_to_verbal,4844,"four thousand, eight hundred and forty-four",
num_to_verbal,4919,"four thousand, nine hundred and nineteen",
num_to_verbal,4954,"four thousand, nine hundred and fifty-four",
num_to_verbal,5003,five thousand and three,
num_to_verbal,5464,"five thousand, four hundred and sixty-four",
num_to_verbal,5598,"five thousand, five hundred and ninety-eight",
num_to_verbal,5670,"five thousand, six hundred and seventy",
num_to_verbal,5672,"five thousand, six hundred and seventy-two",
num_to_verbal,5727,"five thousand, seven hundred and twenty-seven",
num_to_verbal,5810,"five thousand, eight hundred and ten",
num_to_verbal,5820,"five thousand, eight hundred and twenty",
num_to_verbal,6182,"six thousand, one hundred and eighty-two",
num_to_verbal,6327,"six thousand, three hundred and twenty-seven",
num_to_verbal,6819,"six thousand, eight hundred and nineteen",
num_to_verbal,6821,"six thousand, eight hundred and twenty-one",
num_to_verbal,7144,"seven thousand, one hundred and forty-four",
num_to_verbal,7174,"seven thousand, one hundred and seventy-four",
num_to_verbal,7202,"seven thousand, two hundred and two",
num_to_verbal,7220,"seven thousand, two hundred and twenty",
num_to_verbal,7428,"seven thousand, four hundred and twenty-eight",
num_to_verbal,7440,"seven thousand, four hundred and forty",
num_to_verbal,7594,"seven thousand, five hundred and ninety-four",
num_to_verbal,7610,"seven thousand, six hundred and ten",
num_to_verbal,7633,"seven thousand, six hundred and thirty-three",
num_to_verbal,7669,"seven thousand, six hundred and sixty-nine",
num_to_verbal,7714,"seven thousand, seven hundred and fourteen",
num_to_verbal,7746,"seven thousand, seven hundred and forty-six",
num_to_verbal,7797,"seven thousand, seven hundred and ninety-seven",
num_to_verbal,7881,"seven thousand, eight hundred and eighty-one",
num_to_verbal,7933,"seven thousand, nine hundred and thirty-three",
num_to_verbal,7974,"seven thousand, nine hundred and seventy-four",
num_to_verbal,8124,"eight thousand, one hundred and twenty-four",
num_to_verbal,8135,"eight thousand, one hundred and thirty-five",
num_to_verbal,8242,"eight thousand, two hundred and forty-two",
num_to_verbal,8324,"eight thousand, three hundred and twenty-four",
num_to_verbal,8438,"eight thousand, four hundred and thirty-eight",
num_to_verbal,8506,"eight thousand, five hundred and six",
num_to_verbal,8678,"eight thousand, six hundred and seventy-eight",
num_to_verbal,8686,"eight thousand, six hundred and eighty-six",
num_to_verbal,8865,"eight thousand, eight hundred and sixty-five",
num_to_verbal,9116,"nine thousand, one hundred and sixteen",
num_to_verbal,9131,"nine thousand, one hundred and thirty-one",
num_to_verbal,9225,"nine thousand, two hundred and twenty-five",
num_to_verbal,9486,"nine thousand, four hundred and eighty-six",
num_to_verbal,9539,"nine thousand, five hundred and thirty-nine",
num_to_verbal,9549,"nine thousand, five hundred and forty-nine",
num_to_verbal,9626,"nine thousand, six hundred and twenty-six",
num_to_verbal,9747,"nine thousand, seven hundred and forty-seven",
num_to_verbal,9854,"nine thousand, eight hundred and fifty-four",
rhymes,compete,neat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,ice,rice,"['rice', 'price', 'ice', 'twice', 'slice', 'spice']"
rhymes,day,gay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,weigh,may,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,sheet,heat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,laugh,calf,"['half', 'staff', 'calf', 'laugh', 'giraffe']"
rhymes,thief,leaf,"['beef', 'thief', 'leaf', 'brief']"
rhymes,happy,unhappy,"['happy', 'unhappy']"
rhymes,gay,way,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,gray,way,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,street,defeat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,eat,defeat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,neat,complete,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,smart,apart,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,defeat,seat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,they,away,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,myself,herself,"['myself', 'itself', 'shelf', 'himself', 'herself']"
rhymes,stage,page,"['page', 'age', 'stage', 'wage', 'cage']"
rhymes,heat,beat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,play,stay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,crop,pop,"['stop', 'shop', 'pop', 'crop']"
rhymes,may,play,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,seat,compete,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,wool,bull,"['pull', 'full', 'wool', 'bull']"
rhymes,meat,street,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,spoon,afternoon,"['afternoon', 'noon', 'balloon', 'cartoon', 'soon', 'spoon']"
rhymes,car,far,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,away,delay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,beef,leaf,"['beef', 'thief', 'leaf', 'brief']"
rhymes,rice,price,"['rice', 'price', 'ice', 'twice', 'slice', 'spice']"
rhymes,part,start,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,complete,compete,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,beat,sheet,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,pop,crop,"['stop', 'shop', 'pop', 'crop']"
rhymes,lock,sock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,say,bay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,slice,twice,"['rice', 'price', 'ice', 'twice', 'slice', 'spice']"
rhymes,bar,guitar,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,block,clock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,meet,street,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,pray,gay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,spice,twice,"['rice', 'price', 'ice', 'twice', 'slice', 'spice']"
rhymes,piece,peace,"['police', 'piece', 'niece', 'peace']"
rhymes,pay,may,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,hey,pay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,bay,may,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,wage,page,"['page', 'age', 'stage', 'wage', 'cage']"
rhymes,sweet,beat,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,age,cage,"['page', 'age', 'stage', 'wage', 'cage']"
rhymes,knock,clock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,pull,wool,"['pull', 'full', 'wool', 'bull']"
rhymes,start,part,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,cage,page,"['page', 'age', 'stage', 'wage', 'cage']"
rhymes,man,van,"['man', 'fan', 'plan', 'pan', 'van']"
rhymes,far,bar,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,stay,bay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,guitar,bar,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,heart,start,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,sock,knock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,sandal,handle,"['handle', 'candle', 'sandal']"
rhymes,staff,giraffe,"['half', 'staff', 'calf', 'laugh', 'giraffe']"
rhymes,way,gay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,exist,insist,"['list', 'insist', 'exist']"
rhymes,shop,stop,"['stop', 'shop', 'pop', 'crop']"
rhymes,soon,spoon,"['afternoon', 'noon', 'balloon', 'cartoon', 'soon', 'spoon']"
rhymes,calf,half,"['half', 'staff', 'calf', 'laugh', 'giraffe']"
rhymes,plan,van,"['man', 'fan', 'plan', 'pan', 'van']"
rhymes,fan,man,"['man', 'fan', 'plan', 'pan', 'van']"
rhymes,greet,complete,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,art,heart,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,star,far,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,rock,knock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,page,wage,"['page', 'age', 'stage', 'wage', 'cage']"
rhymes,stop,shop,"['stop', 'shop', 'pop', 'crop']"
rhymes,apart,depart,"['part', 'start', 'heart', 'art', 'smart', 'depart', 'apart']"
rhymes,delay,pray,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,police,piece,"['police', 'piece', 'niece', 'peace']"
rhymes,display,bay,"['pay', 'gray', 'stay', 'play', 'day', 'they', 'say', 'away', 'way', 'may', 'delay', 'hey', 'pray', 'bay', 'gay', 'display', 'weigh']"
rhymes,delete,sheet,"['eat', 'sweet', 'street', 'meet', 'meat', 'complete', 'seat', 'heat', 'beat', 'defeat', 'compete', 'greet', 'sheet', 'delete', 'neat']"
rhymes,clock,block,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,sightseeing,skiing,"['skiing', 'sightseeing']"
rhymes,pump,jump,"['jump', 'pump']"
rhymes,balloon,afternoon,"['afternoon', 'noon', 'balloon', 'cartoon', 'soon', 'spoon']"
rhymes,itself,myself,"['myself', 'itself', 'shelf', 'himself', 'herself']"
rhymes,jar,bar,"['car', 'guitar', 'star', 'bar', 'far', 'jar']"
rhymes,only,lonely,"['only', 'lonely']"
rhymes,herself,shelf,"['myself', 'itself', 'shelf', 'himself', 'herself']"
rhymes,leaf,beef,"['beef', 'thief', 'leaf', 'brief']"
rhymes,joke,smoke,"['smoke', 'joke', 'folk']"
rhymes,price,ice,"['rice', 'price', 'ice', 'twice', 'slice', 'spice']"
rhymes,impossible,possible,"['possible', 'impossible']"
rhymes,shock,rock,"['clock', 'sock', 'block', 'rock', 'knock', 'shock', 'lock']"
rhymes,dog,blog,"['dog', 'blog']"
rhymes,himself,herself,"['myself', 'itself', 'shelf', 'himself', 'herself']"
rhymes,van,pan,"['man', 'fan', 'plan', 'pan', 'van']"
rhymes,peace,police,"['police', 'piece', 'niece', 'peace']"
rhymes,giraffe,calf,"['half', 'staff', 'calf', 'laugh', 'giraffe']"
rhymes,cartoon,afternoon,"['afternoon', 'noon', 'balloon', 'cartoon', 'soon', 'spoon']"
rhymes,uncomfortable,comfortable,"['comfortable', 'uncomfortable']"
rhymes,smoke,joke,"['smoke', 'joke', 'folk']"
translation_en-de,place,Platz,"['Position', 'plazieren', 'Bude', 'Stelle', 'Ort', 'Schlafplatz', 'Sitzplatz', 'Quartier', 'Stehplatz', 'for vehicles: Standplatz', 'stellen', 'Platz', 'Sitz', 'einordnen']"
translation_en-de,family,Familie,"['Familie', 'vom anderen Ufer sein']"
translation_en-de,point,Punkt,"['Komma', 'Peninsula', 'Standpunkt', 'Halbinsel', 'Spitze', 'Zeitpunkt', 'Landzunge', 'Punkt', 'zeigen']"
translation_en-de,east,Osten,"['Osten', 'Ost']"
translation_en-de,aircraft,Luftfahrzeug,['Luftfahrzeug']
translation_en-de,title,Titel,"['Eigentumsnachweis', 'Titel', 'Eigentumsrecht']"
translation_en-de,party,Partei,"['Partie', 'Fest', 'Partei', 'Teilnehmer', 'Teilnehmerin', 'Party', 'Feier', 'Fete']"
translation_en-de,victory,Sieg,['Sieg']
translation_en-de,list,Liste,"['Liste', 'Schlagseite', 'aufzählen', 'Krängung']"
translation_en-de,cover,Deckung,"['Abdeckung', 'decken', 'Versteck', 'Deckung', 'bespringen', 'besteigen', 'behandeln', 'Deckel', 'Gedeck', 'abdecken', 'covern', 'Deckung geben', 'Überdeckung', 'Decke']"
translation_en-de,idea,Idee,"['Idee', 'Ahnung']"
translation_en-de,loss,Verlust,"['Verlust', 'Niederlage']"
translation_en-de,king,König,"['Dame', 'König']"
translation_en-de,staff,Belegschaft,"['Belegschaft', 'Notenlinien', 'Personal', 'Stab']"
translation_en-de,broadcast,Sendung,"['verbreiten', 'Rundfunk', 'Sendung', 'Ausstrahlung', 'senden', 'Übertragung']"
translation_en-de,trade,Handel,"['Passat', 'Kommerz', 'Tausch', 'Facharbeiter', 'Passatwind', 'Handel', 'Handwerk', 'Geschäft']"
translation_en-de,energy,Energie,['Energie']
translation_en-de,peak,Gipfel,"['Gipfel', 'Maximum']"
translation_en-de,combat,Kampf,"['Schlacht', 'Kampf']"
translation_en-de,source,Quelle,"['Ursprung', 'beziehen', 'Quellkode', 'Quelle', 'belegen', 'Quellcode']"
translation_en-de,piece,Stück,['Stück']
translation_en-de,plant,Pflanze,"['platzieren', 'pflanzen', 'Kombination', 'Pflanze']"
translation_en-de,ice,Eis,"['frieren', 'einfrieren', 'Eis']"
translation_en-de,lot,Los,"['Parzelle', 'Grund', 'Haufen', 'Grundstück', 'Los', 'Häuflein', 'Anzahl', 'Gruppe', 'Schicksal', 'Charge', 'Menge']"
translation_en-de,couple,Paar,"['Paar', 'einige', 'ein paar']"
translation_en-de,boat,Boot,"['Boot', 'Schiff']"
translation_en-de,seat,Sitz,"['Sitz', 'Sitzplatz']"
translation_en-de,transport,Beförderung,"['befördern', 'Beförderung', 'transportieren']"
translation_en-de,mouth,Mündung,"['Mündlein', 'Mund', 'Maul', 'Mündung']"
translation_en-de,iron,Eisen,"['eisern', 'Eisen', 'bügeln', 'Bügeleisen']"
translation_en-de,composition,Zusammenstellung,"['Komposition', 'Zusammenstellung']"
translation_en-de,forest,Wald,"['Hain', 'Wald', 'aufforsten', 'Gehölz', 'Forst']"
translation_en-de,bird,Vogel,"['Braut', 'Typ', 'Perle', 'Schnitte', 'Vogel', 'absitzen im Cafe Viereck', 'Mieze']"
translation_en-de,armor,Panzerung,"['Rüstung', 'Panzerung', 'Panzer', 'Panzerkraftwagen']"
translation_en-de,replacement,Ersatz,"['Ersatzspieler', 'Ersatz']"
translation_en-de,discovery,Entdeckung,['Entdeckung']
translation_en-de,sale,Auktion,"['Verkauf', 'Ausverkauf', 'Auktion', 'Schlussverkauf']"
translation_en-de,chain,Kette,"['Kette', 'ketten']"
translation_en-de,designation,Benennung,['Benennung']
translation_en-de,pace,Tempo,"['Tempo', 'Geschwindigkeit', 'Schritt', 'Pass', 'Passgang']"
translation_en-de,pit,Box,"['Stein', 'Loch', 'Same', 'Kern', 'Box', 'Grube']"
translation_en-de,dress,Kleidung,"['sich anziehen', 'ankleiden', 'anziehen', 'Kleid', 'Kleidung', 'kleiden']"
translation_en-de,delay,Verzögerung,"['etwas verschieben', 'sich verspäten', 'Verzögerung']"
translation_en-de,electricity,Strom,"['Elektrizität', 'Strom']"
translation_en-de,coup,Coup,['Coup']
translation_en-de,improvement,Verbesserung,['Verbesserung']
translation_en-de,victim,Opfer,['Opfer']
translation_en-de,girlfriend,Freundin,"['Freundin', 'Girlfriend']"
translation_en-de,tension,Spannung,['Spannung']
translation_en-de,patient,Patient,"['Patient', 'geduldig']"
translation_en-de,crest,Kamm,"['Krone', 'Kamm', 'Haube']"
translation_en-de,consideration,Vergütung,"['Rücksicht', 'Vergütung', 'Erwägung', 'Überlegung']"
translation_en-de,autobiography,Autobiografie,['Autobiografie']
translation_en-de,sum,Summe,"['Summe', 'summieren']"
translation_en-de,procedure,Prozedur,"['Prozedur', 'Vorgehensweise', 'Vorgehen', 'Unterprogramm', 'Prozedere']"
translation_en-de,ceiling,Decke,['Decke']
translation_en-de,coalition,Koalition,['Koalition']
translation_en-de,essay,Versuch,"['Aufsatz', 'Essay', 'Versuch']"
translation_en-de,goalkeeper,Torwart,"['Goali', 'Schlussmann', 'Torsteher', 'Fliegenfängerin', 'Keeper', 'Torwartin', 'Torwächterin', 'Torsteherin', 'Schlussfrau', 'Keeperin', 'Tormann', 'Goalmann', 'Torhüterin', 'Torwächter', 'Fliegenfänger', 'Torhüter', 'Torwart', 'Torfrau', 'Goalie', 'Goalfrau']"
translation_en-de,marble,Marmor,"['Murmel', 'Marmor', 'marmorieren']"
translation_en-de,ballet,Ballett,['Ballett']
translation_en-de,stunt,Stunt,['Stunt']
translation_en-de,dragon,Drache,"['Drache', 'Lindwurm', 'Wurm', 'Wyvern']"
translation_en-de,soccer,Fußball,['Fußball']
translation_en-de,biology,Biologie,['Biologie']
translation_en-de,invention,Erfinden,"['Invention', 'Erfinden', 'Erfindung', 'Einfallsreichtum']"
translation_en-de,button,Taste,"['Taste', 'Knopf', 'Knospe']"
translation_en-de,embassy,Botschaft,['Botschaft']
translation_en-de,abbey,Klosterkirche,"['Abtei', 'Klosterkirche']"
translation_en-de,ankle,Knöchel,"['Fußknöchel', 'Knöchel', 'enkel']"
translation_en-de,fog,Nebel,['Nebel']
translation_en-de,suspicion,Verdacht,"['Argwohn', 'Verdacht', 'Verdächtigung']"
translation_en-de,poison,Gift,"['Giftstoff', 'Gift', 'vergiften']"
translation_en-de,integrity,Integrität,['Integrität']
translation_en-de,treasure,Schatz,['Schatz']
translation_en-de,vector,Vektor,['Vektor']
translation_en-de,evaluation,Beurteilung,['Beurteilung']
translation_en-de,premier,Ministerpräzident,['Ministerpräzident']
translation_en-de,mock,Nachahmung,"['aufziehen', 'Schein-', 'nachahmen', 'hochnehmen', 'Nachahmung', 'nachgemacht', 'nachäffen']"
translation_en-de,certificate,Zertifikat,['Zertifikat']
translation_en-de,slate,Schiefergrau,"['planen', 'Kandidatenliste', 'verreissen', 'schiefergrau', 'Tafel', 'vorsehen', 'Liste', 'Schiefergrau', 'Schiefertafel', 'Dachschiefer', 'bestimmen', 'ansetzen', 'Schuldentafel', 'Schiefer']"
translation_en-de,coordination,Koordination,"['Koordinierung', 'Koordination']"
translation_en-de,mourning,Trauer,['Trauer']
translation_en-de,confluence,Zusammenfluss,['Zusammenfluss']
translation_en-de,fortification,Festung,"['Festung', 'Fort', 'Befestigen', 'Festungsbau']"
translation_en-de,slogan,Devise,"['Devise', 'Losung', 'Spruch ; Schlachtruf', 'Parole', 'Motto']"
translation_en-de,authenticity,Authentizität,['Authentizität']
translation_en-de,denial,Leugnung,"['Negierung', 'Negation', 'Verneinung', 'Leugnung', 'Dementi', 'Verweigerung']"
translation_en-de,haul,Lastbeförderung,"['Fang', 'ziehen', 'Gütertransport', 'transportieren', 'Fischzug', 'schleppen', 'Lastbeförderung', 'befödern']"
translation_en-de,attribute,Attribut,"['zuschreiben', 'Attribut']"
translation_en-de,bunker,Bunker,['Bunker']
